Heat_ID,Furnace_ID,Grade_Code,C_Current,C_Min,C_Max,C_Absorption_Rate,C_Cost_Per_Kg,C_Target_Min,C_Target_Max,C_Target_Config,C_Element_Config,C_Final_Cost,Si_Current,Si_Min,Si_Max,Si_Absorption_Rate,Si_Cost_Per_Kg,Si_Target_Min,Si_Target_Max,Si_Target_Config,Si_Element_Config,Si_Final_Cost,Mn_Current,Mn_Min,Mn_Max,Mn_Absorption_Rate,Mn_Cost_Per_Kg,Mn_Target_Min,Mn_Target_Max,Mn_Target_Config,Mn_Element_Config,Mn_Final_Cost,P_Current,P_Min,P_Max,P_Absorption_Rate,P_Cost_Per_Kg,P_Target_Min,P_Target_Max,P_Target_Config,P_Element_Config,P_Final_Cost,S_Current,S_Min,S_Max,S_Absorption_Rate,S_Cost_Per_Kg,S_Target_Min,S_Target_Max,S_Target_Config,S_Element_Config,S_Final_Cost,Cu_Current,Cu_Min,Cu_Max,Cu_Absorption_Rate,Cu_Cost_Per_Kg,Cu_Target_Min,Cu_Target_Max,Cu_Target_Config,Cu_Element_Config,Cu_Final_Cost,Mg_Current,Mg_Min,Mg_Max,Mg_Absorption_Rate,Mg_Cost_Per_Kg,Mg_Target_Min,Mg_Target_Max,Mg_Target_Config,Mg_Element_Config,Mg_Final_Cost
H171,F01,ASTMA395,3.369,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,7.7,1155.0,2.769,2.8,3.2,85,120,2.8,3.2,3.0,8.1529,978.35,0.168,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,2.28,912.0,0.04,0.0,0.04,60,300,0.0,0.04,0.02,1.0,300.0,0.005,0.0,0.008,70,250,0.0,0.008,0.004,0.0429,10.72,0.241,0.1,0.25,80,700,0.1,0.25,0.175,2.475,1732.5,0.045,0.025,0.055,95,2800,0.025,0.055,0.04,0.1579,442.12
H172,F02,ASTMA395,3.434,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,5.5333,830.0,3.119,2.8,3.2,85,120,2.8,3.2,3.0,4.2,504.0,0.121,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,4.16,1664.0,0.023,0.0,0.04,60,300,0.0,0.04,0.02,0.15,45.0,0.006,0.0,0.008,70,250,0.0,0.008,0.004,0.0857,21.43,0.211,0.1,0.25,80,700,0.1,0.25,0.175,1.35,945.0,0.028,0.025,0.055,95,2800,0.025,0.055,0.04,0.3789,1060.92
H173,F03,ASTMA395,3.523,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,2.5667,385.0,2.908,2.8,3.2,85,120,2.8,3.2,3.0,3.2471,389.65,0.147,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,3.12,1248.0,0.029,0.0,0.04,60,300,0.0,0.04,0.02,0.45,135.0,0.005,0.0,0.008,70,250,0.0,0.008,0.004,0.0429,10.72,0.104,0.1,0.25,80,700,0.1,0.25,0.175,2.6625,1863.75,0.028,0.025,0.055,95,2800,0.025,0.055,0.04,0.3789,1060.92
H174,F04,ASTMA395,3.53,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,2.3333,350.0,2.917,2.8,3.2,85,120,2.8,3.2,3.0,2.9294,351.53,0.121,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,4.16,1664.0,0.038,0.0,0.04,60,300,0.0,0.04,0.02,0.9,270.0,0.007,0.0,0.008,70,250,0.0,0.008,0.004,0.1286,32.15,0.253,0.1,0.25,80,700,0.1,0.25,0.175,2.925,2047.5,0.029,0.025,0.055,95,2800,0.025,0.055,0.04,0.3474,972.72
H175,F05,ASTMA395,3.597,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,0.1,15.0,2.974,2.8,3.2,85,120,2.8,3.2,3.0,0.9176,110.11,0.221,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,0.16,64.0,0.022,0.0,0.04,60,300,0.0,0.04,0.02,0.1,30.0,0.004,0.0,0.008,70,250,0.0,0.008,0.004,0.0,0.0,0.194,0.1,0.25,80,700,0.1,0.25,0.175,0.7125,498.75,0.031,0.025,0.055,95,2800,0.025,0.055,0.04,0.2842,795.76
H176,F01,ASTMA395,3.522,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,2.6,390.0,2.775,2.8,3.2,85,120,2.8,3.2,3.0,7.9412,952.94,0.092,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,5.32,2128.0,0.036,0.0,0.04,60,300,0.0,0.04,0.02,0.8,240.0,0.007,0.0,0.008,70,250,0.0,0.008,0.004,0.1286,32.15,0.095,0.1,0.25,80,700,0.1,0.25,0.175,3.0,2100.0,0.024,0.025,0.055,95,2800,0.025,0.055,0.04,0.5053,1414.84
H177,F02,ASTMA395,3.812,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,7.0667,1060.01,2.996,2.8,3.2,85,120,2.8,3.2,3.0,0.1412,16.94,0.161,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,2.56,1024.0,0.028,0.0,0.04,60,300,0.0,0.04,0.02,0.4,120.0,0.007,0.0,0.008,70,250,0.0,0.008,0.004,0.1286,32.15,0.117,0.1,0.25,80,700,0.1,0.25,0.175,2.175,1522.5,0.043,0.025,0.055,95,2800,0.025,0.055,0.04,0.0947,265.16
H178,F03,ASTMA395,3.673,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,2.4333,365.0,3.181,2.8,3.2,85,120,2.8,3.2,3.0,6.3882,766.58,0.277,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,2.08,832.0,0.029,0.0,0.04,60,300,0.0,0.04,0.02,0.45,135.0,0.004,0.0,0.008,70,250,0.0,0.008,0.004,0.0,0.0,0.223,0.1,0.25,80,700,0.1,0.25,0.175,1.8,1260.0,0.037,0.025,0.055,95,2800,0.025,0.055,0.04,0.0947,265.16
H179,F04,ASTMA395,3.653,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,1.7667,265.0,3.063,2.8,3.2,85,120,2.8,3.2,3.0,2.2235,266.82,0.297,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,2.88,1152.0,0.021,0.0,0.04,60,300,0.0,0.04,0.02,0.05,15.0,0.008,0.0,0.008,70,250,0.0,0.008,0.004,0.1714,42.85,0.16,0.1,0.25,80,700,0.1,0.25,0.175,0.5625,393.75,0.053,0.025,0.055,95,2800,0.025,0.055,0.04,0.4105,1149.4
H180,F05,ASTMA395,3.617,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,0.5667,85.0,2.944,2.8,3.2,85,120,2.8,3.2,3.0,1.9765,237.18,0.366,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,5.64,2256.0,0.022,0.0,0.04,60,300,0.0,0.04,0.02,0.1,30.0,0.007,0.0,0.008,70,250,0.0,0.008,0.004,0.1286,32.15,0.153,0.1,0.25,80,700,0.1,0.25,0.175,0.825,577.5,0.026,0.025,0.055,95,2800,0.025,0.055,0.04,0.4421,1237.88
H181,F01,ASTMA395,3.816,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,7.2,1080.0,3.186,2.8,3.2,85,120,2.8,3.2,3.0,6.5647,787.76,0.103,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,4.88,1952.0,0.025,0.0,0.04,60,300,0.0,0.04,0.02,0.25,75.0,0.005,0.0,0.008,70,250,0.0,0.008,0.004,0.0429,10.72,0.187,0.1,0.25,80,700,0.1,0.25,0.175,0.45,315.0,0.038,0.025,0.055,95,2800,0.025,0.055,0.04,0.0632,176.96
H182,F02,ASTMA395,3.709,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,3.6333,545.0,3.0,2.8,3.2,85,120,2.8,3.2,3.0,0.0,0.0,0.106,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,4.76,1904.0,0.022,0.0,0.04,60,300,0.0,0.04,0.02,0.1,30.0,0.004,0.0,0.008,70,250,0.0,0.008,0.004,0.0,0.0,0.086,0.1,0.25,80,700,0.1,0.25,0.175,3.3375,2336.25,0.034,0.025,0.055,95,2800,0.025,0.055,0.04,0.1895,530.6
H183,F03,ASTMA395,3.483,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,3.9,585.0,2.99,2.8,3.2,85,120,2.8,3.2,3.0,0.3529,42.35,0.274,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,1.96,784.0,0.026,0.0,0.04,60,300,0.0,0.04,0.02,0.3,90.0,0.004,0.0,0.008,70,250,0.0,0.008,0.004,0.0,0.0,0.087,0.1,0.25,80,700,0.1,0.25,0.175,3.3,2310.0,0.045,0.025,0.055,95,2800,0.025,0.055,0.04,0.1579,442.12
H184,F04,ASTMA395,3.794,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,6.4667,970.0,2.87,2.8,3.2,85,120,2.8,3.2,3.0,4.5882,550.58,0.24,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,0.6,240.0,0.039,0.0,0.04,60,300,0.0,0.04,0.02,0.95,285.0,0.003,0.0,0.008,70,250,0.0,0.008,0.004,0.0429,10.72,0.128,0.1,0.25,80,700,0.1,0.25,0.175,1.7625,1233.75,0.038,0.025,0.055,95,2800,0.025,0.055,0.04,0.0632,176.96
H185,F05,ASTMA395,3.646,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,1.5333,230.0,3.037,2.8,3.2,85,120,2.8,3.2,3.0,1.3059,156.71,0.276,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,2.04,816.0,0.024,0.0,0.04,60,300,0.0,0.04,0.02,0.2,60.0,0.007,0.0,0.008,70,250,0.0,0.008,0.004,0.1286,32.15,0.098,0.1,0.25,80,700,0.1,0.25,0.175,2.8875,2021.25,0.024,0.025,0.055,95,2800,0.025,0.055,0.04,0.5053,1414.84
H186,F01,ASTMA395,3.505,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,3.1667,475.0,3.226,2.8,3.2,85,120,2.8,3.2,3.0,7.9765,957.18,0.253,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,1.12,448.0,0.032,0.0,0.04,60,300,0.0,0.04,0.02,0.6,180.0,0.004,0.0,0.008,70,250,0.0,0.008,0.004,0.0,0.0,0.262,0.1,0.25,80,700,0.1,0.25,0.175,3.2625,2283.75,0.034,0.025,0.055,95,2800,0.025,0.055,0.04,0.1895,530.6
H187,F02,ASTMA395,3.434,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,5.5333,830.0,2.847,2.8,3.2,85,120,2.8,3.2,3.0,5.4,648.0,0.146,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,3.16,1264.0,0.034,0.0,0.04,60,300,0.0,0.04,0.02,0.7,210.0,0.005,0.0,0.008,70,250,0.0,0.008,0.004,0.0429,10.72,0.121,0.1,0.25,80,700,0.1,0.25,0.175,2.025,1417.5,0.031,0.025,0.055,95,2800,0.025,0.055,0.04,0.2842,795.76
H188,F03,ASTMA395,3.677,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,2.5667,385.0,3.2,2.8,3.2,85,120,2.8,3.2,3.0,7.0588,847.06,0.222,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,0.12,48.0,0.023,0.0,0.04,60,300,0.0,0.04,0.02,0.15,45.0,0.004,0.0,0.008,70,250,0.0,0.008,0.004,0.0,0.0,0.108,0.1,0.25,80,700,0.1,0.25,0.175,2.5125,1758.75,0.025,0.025,0.055,95,2800,0.025,0.055,0.04,0.4737,1326.36
H189,F04,ASTMA395,3.726,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,4.2,630.0,3.22,2.8,3.2,85,120,2.8,3.2,3.0,7.7647,931.76,0.204,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,0.84,336.0,0.037,0.0,0.04,60,300,0.0,0.04,0.02,0.85,255.0,0.005,0.0,0.008,70,250,0.0,0.008,0.004,0.0429,10.72,0.105,0.1,0.25,80,700,0.1,0.25,0.175,2.625,1837.5,0.034,0.025,0.055,95,2800,0.025,0.055,0.04,0.1895,530.6
H190,F05,ASTMA395,3.615,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,0.5,75.0,2.983,2.8,3.2,85,120,2.8,3.2,3.0,0.6,72.0,0.291,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,2.64,1056.0,0.031,0.0,0.04,60,300,0.0,0.04,0.02,0.55,165.0,0.003,0.0,0.008,70,250,0.0,0.008,0.004,0.0429,10.72,0.216,0.1,0.25,80,700,0.1,0.25,0.175,1.5375,1076.25,0.023,0.025,0.055,95,2800,0.025,0.055,0.04,0.5368,1503.04
H191,F01,ASTMA395,3.688,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,2.9333,440.0,3.196,2.8,3.2,85,120,2.8,3.2,3.0,6.9176,830.11,0.308,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,3.32,1328.0,0.035,0.0,0.04,60,300,0.0,0.04,0.02,0.75,225.0,0.004,0.0,0.008,70,250,0.0,0.008,0.004,0.0,0.0,0.095,0.1,0.25,80,700,0.1,0.25,0.175,3.0,2100.0,0.022,0.025,0.055,95,2800,0.025,0.055,0.04,0.5684,1591.52
H192,F02,ASTMA395,3.495,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,3.5,525.0,3.214,2.8,3.2,85,120,2.8,3.2,3.0,7.5529,906.35,0.258,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,1.32,528.0,0.023,0.0,0.04,60,300,0.0,0.04,0.02,0.15,45.0,0.003,0.0,0.008,70,250,0.0,0.008,0.004,0.0429,10.72,0.131,0.1,0.25,80,700,0.1,0.25,0.175,1.65,1155.0,0.036,0.025,0.055,95,2800,0.025,0.055,0.04,0.1263,353.64
H193,F03,ASTMA395,3.616,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,0.5333,80.0,3.082,2.8,3.2,85,120,2.8,3.2,3.0,2.8941,347.29,0.167,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,2.32,928.0,0.037,0.0,0.04,60,300,0.0,0.04,0.02,0.85,255.0,0.008,0.0,0.008,70,250,0.0,0.008,0.004,0.1714,42.85,0.114,0.1,0.25,80,700,0.1,0.25,0.175,2.2875,1601.25,0.058,0.025,0.055,95,2800,0.025,0.055,0.04,0.5684,1591.52
H194,F04,ASTMA395,3.805,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,6.8333,1025.0,2.772,2.8,3.2,85,120,2.8,3.2,3.0,8.0471,965.65,0.367,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,5.68,2272.0,0.03,0.0,0.04,60,300,0.0,0.04,0.02,0.5,150.0,0.005,0.0,0.008,70,250,0.0,0.008,0.004,0.0429,10.72,0.162,0.1,0.25,80,700,0.1,0.25,0.175,0.4875,341.25,0.044,0.025,0.055,95,2800,0.025,0.055,0.04,0.1263,353.64
H195,F05,ASTMA395,3.379,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,7.3667,1105.0,3.175,2.8,3.2,85,120,2.8,3.2,3.0,6.1765,741.18,0.338,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,4.52,1808.0,0.027,0.0,0.04,60,300,0.0,0.04,0.02,0.35,105.0,0.002,0.0,0.008,70,250,0.0,0.008,0.004,0.0857,21.43,0.21,0.1,0.25,80,700,0.1,0.25,0.175,1.3125,918.75,0.039,0.025,0.055,95,2800,0.025,0.055,0.04,0.0316,88.48
H196,F01,ASTMA395,3.543,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,1.9,285.0,3.014,2.8,3.2,85,120,2.8,3.2,3.0,0.4941,59.29,0.207,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,0.72,288.0,0.024,0.0,0.04,60,300,0.0,0.04,0.02,0.2,60.0,0.004,0.0,0.008,70,250,0.0,0.008,0.004,0.0,0.0,0.091,0.1,0.25,80,700,0.1,0.25,0.175,3.15,2205.0,0.04,0.025,0.055,95,2800,0.025,0.055,0.04,0.0,0.0
H197,F02,ASTMA395,3.673,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,2.4333,365.0,2.84,2.8,3.2,85,120,2.8,3.2,3.0,5.6471,677.65,0.215,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,0.4,160.0,0.022,0.0,0.04,60,300,0.0,0.04,0.02,0.1,30.0,0.007,0.0,0.008,70,250,0.0,0.008,0.004,0.1286,32.15,0.1,0.1,0.25,80,700,0.1,0.25,0.175,2.8125,1968.75,0.023,0.025,0.055,95,2800,0.025,0.055,0.04,0.5368,1503.04
H198,F03,ASTMA395,3.66,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,2.0,300.0,3.173,2.8,3.2,85,120,2.8,3.2,3.0,6.1059,732.71,0.264,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,1.56,624.0,0.025,0.0,0.04,60,300,0.0,0.04,0.02,0.25,75.0,0.004,0.0,0.008,70,250,0.0,0.008,0.004,0.0,0.0,0.094,0.1,0.25,80,700,0.1,0.25,0.175,3.0375,2126.25,0.046,0.025,0.055,95,2800,0.025,0.055,0.04,0.1895,530.6
H199,F04,ASTMA395,3.662,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,2.0667,310.0,2.8,2.8,3.2,85,120,2.8,3.2,3.0,7.0588,847.06,0.133,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,3.68,1472.0,0.025,0.0,0.04,60,300,0.0,0.04,0.02,0.25,75.0,0.006,0.0,0.008,70,250,0.0,0.008,0.004,0.0857,21.43,0.204,0.1,0.25,80,700,0.1,0.25,0.175,1.0875,761.25,0.056,0.025,0.055,95,2800,0.025,0.055,0.04,0.5053,1414.84
H200,F05,ASTMA395,3.428,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,5.7333,860.0,3.092,2.8,3.2,85,120,2.8,3.2,3.0,3.2471,389.65,0.178,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,1.88,752.0,0.038,0.0,0.04,60,300,0.0,0.04,0.02,0.9,270.0,0.003,0.0,0.008,70,250,0.0,0.008,0.004,0.0429,10.72,0.213,0.1,0.25,80,700,0.1,0.25,0.175,1.425,997.5,0.055,0.025,0.055,95,2800,0.025,0.055,0.04,0.4737,1326.36
H201,F01,ASTMA395,3.612,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,0.4,60.0,3.06,2.8,3.2,85,120,2.8,3.2,3.0,2.1176,254.11,0.281,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,2.24,896.0,0.033,0.0,0.04,60,300,0.0,0.04,0.02,0.65,195.0,0.003,0.0,0.008,70,250,0.0,0.008,0.004,0.0429,10.72,0.203,0.1,0.25,80,700,0.1,0.25,0.175,1.05,735.0,0.025,0.025,0.055,95,2800,0.025,0.055,0.04,0.4737,1326.36
H202,F02,ASTMA395,3.636,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,1.2,180.0,3.185,2.8,3.2,85,120,2.8,3.2,3.0,6.5294,783.53,0.135,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,3.6,1440.0,0.026,0.0,0.04,60,300,0.0,0.04,0.02,0.3,90.0,0.003,0.0,0.008,70,250,0.0,0.008,0.004,0.0429,10.72,0.19,0.1,0.25,80,700,0.1,0.25,0.175,0.5625,393.75,0.048,0.025,0.055,95,2800,0.025,0.055,0.04,0.2526,707.28
H203,F03,ASTMA395,3.739,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,4.6333,695.0,2.921,2.8,3.2,85,120,2.8,3.2,3.0,2.7882,334.58,0.227,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,0.08,32.0,0.035,0.0,0.04,60,300,0.0,0.04,0.02,0.75,225.0,0.004,0.0,0.008,70,250,0.0,0.008,0.004,0.0,0.0,0.235,0.1,0.25,80,700,0.1,0.25,0.175,2.25,1575.0,0.025,0.025,0.055,95,2800,0.025,0.055,0.04,0.4737,1326.36
H204,F04,ASTMA395,3.638,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,1.2667,190.0,3.191,2.8,3.2,85,120,2.8,3.2,3.0,6.7412,808.94,0.353,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,5.12,2048.0,0.037,0.0,0.04,60,300,0.0,0.04,0.02,0.85,255.0,0.005,0.0,0.008,70,250,0.0,0.008,0.004,0.0429,10.72,0.202,0.1,0.25,80,700,0.1,0.25,0.175,1.0125,708.75,0.054,0.025,0.055,95,2800,0.025,0.055,0.04,0.4421,1237.88
H205,F05,ASTMA395,3.407,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,6.4333,965.0,2.905,2.8,3.2,85,120,2.8,3.2,3.0,3.3529,402.35,0.115,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,4.4,1760.0,0.036,0.0,0.04,60,300,0.0,0.04,0.02,0.8,240.0,0.005,0.0,0.008,70,250,0.0,0.008,0.004,0.0429,10.72,0.175,0.1,0.25,80,700,0.1,0.25,0.175,0.0,0.0,0.046,0.025,0.055,95,2800,0.025,0.055,0.04,0.1895,530.6
H206,F01,ASTMA395,3.615,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,0.5,75.0,2.911,2.8,3.2,85,120,2.8,3.2,3.0,3.1412,376.94,0.228,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,0.12,48.0,0.024,0.0,0.04,60,300,0.0,0.04,0.02,0.2,60.0,0.007,0.0,0.008,70,250,0.0,0.008,0.004,0.1286,32.15,0.159,0.1,0.25,80,700,0.1,0.25,0.175,0.6,420.0,0.05,0.025,0.055,95,2800,0.025,0.055,0.04,0.3158,884.24
H207,F02,ASTMA395,3.426,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,5.8,870.0,3.092,2.8,3.2,85,120,2.8,3.2,3.0,3.2471,389.65,0.098,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,5.08,2032.0,0.029,0.0,0.04,60,300,0.0,0.04,0.02,0.45,135.0,0.005,0.0,0.008,70,250,0.0,0.008,0.004,0.0429,10.72,0.146,0.1,0.25,80,700,0.1,0.25,0.175,1.0875,761.25,0.047,0.025,0.055,95,2800,0.025,0.055,0.04,0.2211,619.08
H208,F03,ASTMA395,3.683,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,2.7667,415.0,2.866,2.8,3.2,85,120,2.8,3.2,3.0,4.7294,567.53,0.37,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,5.8,2320.0,0.034,0.0,0.04,60,300,0.0,0.04,0.02,0.7,210.0,0.003,0.0,0.008,70,250,0.0,0.008,0.004,0.0429,10.72,0.217,0.1,0.25,80,700,0.1,0.25,0.175,1.575,1102.5,0.052,0.025,0.055,95,2800,0.025,0.055,0.04,0.3789,1060.92
H209,F04,ASTMA395,3.412,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,6.2667,940.0,2.797,2.8,3.2,85,120,2.8,3.2,3.0,7.1647,859.76,0.244,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,0.76,304.0,0.022,0.0,0.04,60,300,0.0,0.04,0.02,0.1,30.0,0.005,0.0,0.008,70,250,0.0,0.008,0.004,0.0429,10.72,0.175,0.1,0.25,80,700,0.1,0.25,0.175,0.0,0.0,0.036,0.025,0.055,95,2800,0.025,0.055,0.04,0.1263,353.64
H210,F05,ASTMA395,3.441,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,5.3,795.0,3.089,2.8,3.2,85,120,2.8,3.2,3.0,3.1412,376.94,0.227,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,0.08,32.0,0.021,0.0,0.04,60,300,0.0,0.04,0.02,0.05,15.0,0.007,0.0,0.008,70,250,0.0,0.008,0.004,0.1286,32.15,0.171,0.1,0.25,80,700,0.1,0.25,0.175,0.15,105.0,0.03,0.025,0.055,95,2800,0.025,0.055,0.04,0.3158,884.24
H211,F01,ASTMA395,3.822,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,7.4,1110.0,3.217,2.8,3.2,85,120,2.8,3.2,3.0,7.6588,919.06,0.204,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,0.84,336.0,0.034,0.0,0.04,60,300,0.0,0.04,0.02,0.7,210.0,0.004,0.0,0.008,70,250,0.0,0.008,0.004,0.0,0.0,0.156,0.1,0.25,80,700,0.1,0.25,0.175,0.7125,498.75,0.052,0.025,0.055,95,2800,0.025,0.055,0.04,0.3789,1060.92
H212,F02,ASTMA395,3.722,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,4.0667,610.0,3.203,2.8,3.2,85,120,2.8,3.2,3.0,7.1647,859.76,0.171,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,2.16,864.0,0.037,0.0,0.04,60,300,0.0,0.04,0.02,0.85,255.0,0.004,0.0,0.008,70,250,0.0,0.008,0.004,0.0,0.0,0.101,0.1,0.25,80,700,0.1,0.25,0.175,2.775,1942.5,0.042,0.025,0.055,95,2800,0.025,0.055,0.04,0.0632,176.96
H213,F03,ASTMA395,3.649,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,1.6333,245.0,3.037,2.8,3.2,85,120,2.8,3.2,3.0,1.3059,156.71,0.293,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,2.72,1088.0,0.024,0.0,0.04,60,300,0.0,0.04,0.02,0.2,60.0,0.007,0.0,0.008,70,250,0.0,0.008,0.004,0.1286,32.15,0.137,0.1,0.25,80,700,0.1,0.25,0.175,1.425,997.5,0.037,0.025,0.055,95,2800,0.025,0.055,0.04,0.0947,265.16
H214,F04,ASTMA395,3.539,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,2.0333,305.0,3.238,2.8,3.2,85,120,2.8,3.2,3.0,8.4,1008.0,0.264,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,1.56,624.0,0.037,0.0,0.04,60,300,0.0,0.04,0.02,0.85,255.0,0.006,0.0,0.008,70,250,0.0,0.008,0.004,0.0857,21.43,0.179,0.1,0.25,80,700,0.1,0.25,0.175,0.15,105.0,0.04,0.025,0.055,95,2800,0.025,0.055,0.04,0.0,0.0
H215,F05,ASTMA395,3.799,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,6.6333,995.0,2.837,2.8,3.2,85,120,2.8,3.2,3.0,5.7529,690.35,0.363,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,5.52,2208.0,0.034,0.0,0.04,60,300,0.0,0.04,0.02,0.7,210.0,0.004,0.0,0.008,70,250,0.0,0.008,0.004,0.0,0.0,0.099,0.1,0.25,80,700,0.1,0.25,0.175,2.85,1995.0,0.05,0.025,0.055,95,2800,0.025,0.055,0.04,0.3158,884.24
H216,F01,ASTMA395,3.627,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,0.9,135.0,3.186,2.8,3.2,85,120,2.8,3.2,3.0,6.5647,787.76,0.165,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,2.4,960.0,0.026,0.0,0.04,60,300,0.0,0.04,0.02,0.3,90.0,0.007,0.0,0.008,70,250,0.0,0.008,0.004,0.1286,32.15,0.21,0.1,0.25,80,700,0.1,0.25,0.175,1.3125,918.75,0.033,0.025,0.055,95,2800,0.025,0.055,0.04,0.2211,619.08
H217,F02,ASTMA395,3.481,3.4,3.8,90,150,3.4,3.8,3.5999999999999996,3.9667,595.0,3.034,2.8,3.2,85,120,2.8,3.2,3.0,1.2,144.0,0.141,0.1,0.35,75,400,0.1,0.35,0.22499999999999998,3.36,1344.0,0.029,0.0,0.04,60,300,0.0,0.04,0.02,0.45,135.0,0.004,0.0,0.008,70,250,0.0,0.008,0.004,0.0,0.0,0.245,0.1,0.25,80,700,0.1,0.25,0.175,2.625,1837.5,0.034,0.025,0.055,95,2800,0.025,0.055,0.04,0.1895,530.6
