Heat_ID,Furnace_ID,Grade_Code,C_Current,C_Min,C_Max,C_Absorption_Rate,C_Cost_Per_Kg,C_Target_Min,C_Target_Max,C_Target_Config,C_Element_Config,C_Final_Cost,Si_Current,Si_Min,Si_Max,Si_Absorption_Rate,Si_Cost_Per_Kg,Si_Target_Min,Si_Target_Max,Si_Target_Config,Si_Element_Config,Si_Final_Cost,Mn_Current,Mn_Min,Mn_Max,Mn_Absorption_Rate,Mn_Cost_Per_Kg,Mn_Target_Min,Mn_Target_Max,Mn_Target_Config,Mn_Element_Config,Mn_Final_Cost,P_Current,P_Min,P_Max,P_Absorption_Rate,P_Cost_Per_Kg,P_Target_Min,P_Target_Max,P_Target_Config,P_Element_Config,P_Final_Cost,S_Current,S_Min,S_Max,S_Absorption_Rate,S_Cost_Per_Kg,S_Target_Min,S_Target_Max,S_Target_Config,S_Element_Config,S_Final_Cost,Cu_Current,Cu_Min,Cu_Max,Cu_Absorption_Rate,Cu_Cost_Per_Kg,Cu_Target_Min,Cu_Target_Max,Cu_Target_Config,Cu_Element_Config,Cu_Final_Cost,Mg_Current,Mg_Min,Mg_Max,Mg_Absorption_Rate,Mg_Cost_Per_Kg,Mg_Target_Min,Mg_Target_Max,Mg_Target_Config,Mg_Element_Config,Mg_Final_Cost
H970,F05,EN1563,3.407,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,0.2333,35.0,2.577,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,0.8118,97.42,0.246,0.15,0.4,75,400,0.15,0.4,0.275,1.16,464.0,0.033,0.0,0.08,60,300,0.0,0.08,0.04,0.35,105.0,0.004,0.0,0.015,70,250,0.0,0.015,0.0075,0.15,37.5,0.369,0.2,0.5,80,700,0.2,0.5,0.35,0.7125,498.75,0.046,0.03,0.07,95,2800,0.03,0.07,0.05,0.1263,353.64
H971,F01,EN1563,3.279,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,4.0333,605.0,2.587,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,0.4588,55.06,0.127,0.15,0.4,75,400,0.15,0.4,0.275,5.92,2368.0,0.026,0.0,0.08,60,300,0.0,0.08,0.04,0.7,210.0,0.008,0.0,0.015,70,250,0.0,0.015,0.0075,0.0214,5.35,0.421,0.2,0.5,80,700,0.2,0.5,0.35,2.6625,1863.75,0.073,0.03,0.07,95,2800,0.03,0.07,0.05,0.7263,2033.64
H972,F02,EN1563,3.203,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,6.5667,985.0,2.366,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,8.2588,991.06,0.375,0.15,0.4,75,400,0.15,0.4,0.275,4.0,1600.0,0.024,0.0,0.08,60,300,0.0,0.08,0.04,0.8,240.0,0.003,0.0,0.015,70,250,0.0,0.015,0.0075,0.1929,48.22,0.452,0.2,0.5,80,700,0.2,0.5,0.35,3.825,2677.5,0.066,0.03,0.07,95,2800,0.03,0.07,0.05,0.5053,1414.84
H973,F03,EN1563,3.531,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,4.3667,655.0,2.681,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,2.8588,343.06,0.175,0.15,0.4,75,400,0.15,0.4,0.275,4.0,1600.0,0.031,0.0,0.08,60,300,0.0,0.08,0.04,0.45,135.0,0.007,0.0,0.015,70,250,0.0,0.015,0.0075,0.0214,5.35,0.325,0.2,0.5,80,700,0.2,0.5,0.35,0.9375,656.25,0.055,0.03,0.07,95,2800,0.03,0.07,0.05,0.1579,442.12
H974,F04,EN1563,3.421,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,0.7,105.0,2.793,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,6.8118,817.42,0.376,0.15,0.4,75,400,0.15,0.4,0.275,4.04,1616.0,0.04,0.0,0.08,60,300,0.0,0.08,0.04,0.0,0.0,0.006,0.0,0.015,70,250,0.0,0.015,0.0075,0.0643,16.07,0.333,0.2,0.5,80,700,0.2,0.5,0.35,0.6375,446.25,0.035,0.03,0.07,95,2800,0.03,0.07,0.05,0.4737,1326.36
H975,F05,EN1563,3.352,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,1.6,240.0,2.408,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,6.7765,813.18,0.354,0.15,0.4,75,400,0.15,0.4,0.275,3.16,1264.0,0.039,0.0,0.08,60,300,0.0,0.08,0.04,0.05,15.0,0.006,0.0,0.015,70,250,0.0,0.015,0.0075,0.0643,16.07,0.468,0.2,0.5,80,700,0.2,0.5,0.35,4.425,3097.5,0.072,0.03,0.07,95,2800,0.03,0.07,0.05,0.6947,1945.16
H976,F01,EN1563,3.635,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,7.8333,1175.0,2.454,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,5.1529,618.35,0.248,0.15,0.4,75,400,0.15,0.4,0.275,1.08,432.0,0.023,0.0,0.08,60,300,0.0,0.08,0.04,0.85,255.0,0.008,0.0,0.015,70,250,0.0,0.015,0.0075,0.0214,5.35,0.401,0.2,0.5,80,700,0.2,0.5,0.35,1.9125,1338.75,0.027,0.03,0.07,95,2800,0.03,0.07,0.05,0.7263,2033.64
H977,F02,EN1563,3.176,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,7.4667,1120.01,2.406,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,6.8471,821.65,0.146,0.15,0.4,75,400,0.15,0.4,0.275,5.16,2064.0,0.037,0.0,0.08,60,300,0.0,0.08,0.04,0.15,45.0,0.003,0.0,0.015,70,250,0.0,0.015,0.0075,0.1929,48.22,0.356,0.2,0.5,80,700,0.2,0.5,0.35,0.225,157.5,0.026,0.03,0.07,95,2800,0.03,0.07,0.05,0.7579,2122.12
H978,F03,EN1563,3.296,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,3.4667,520.0,2.58,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,0.7059,84.71,0.16,0.15,0.4,75,400,0.15,0.4,0.275,4.6,1840.0,0.035,0.0,0.08,60,300,0.0,0.08,0.04,0.25,75.0,0.007,0.0,0.015,70,250,0.0,0.015,0.0075,0.0214,5.35,0.224,0.2,0.5,80,700,0.2,0.5,0.35,4.725,3307.5,0.035,0.03,0.07,95,2800,0.03,0.07,0.05,0.4737,1326.36
H979,F04,EN1563,3.629,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,7.6333,1145.0,2.552,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,1.6941,203.29,0.149,0.15,0.4,75,400,0.15,0.4,0.275,5.04,2016.0,0.033,0.0,0.08,60,300,0.0,0.08,0.04,0.35,105.0,0.006,0.0,0.015,70,250,0.0,0.015,0.0075,0.0643,16.07,0.441,0.2,0.5,80,700,0.2,0.5,0.35,3.4125,2388.75,0.072,0.03,0.07,95,2800,0.03,0.07,0.05,0.6947,1945.16
H980,F05,EN1563,3.577,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,5.9,885.0,2.621,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,0.7412,88.94,0.217,0.15,0.4,75,400,0.15,0.4,0.275,2.32,928.0,0.038,0.0,0.08,60,300,0.0,0.08,0.04,0.1,30.0,0.008,0.0,0.015,70,250,0.0,0.015,0.0075,0.0214,5.35,0.4,0.2,0.5,80,700,0.2,0.5,0.35,1.875,1312.5,0.05,0.03,0.07,95,2800,0.03,0.07,0.05,0.0,0.0
H981,F01,EN1563,3.524,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,4.1333,620.0,2.397,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,7.1647,859.76,0.189,0.15,0.4,75,400,0.15,0.4,0.275,3.44,1376.0,0.036,0.0,0.08,60,300,0.0,0.08,0.04,0.2,60.0,0.007,0.0,0.015,70,250,0.0,0.015,0.0075,0.0214,5.35,0.2,0.2,0.5,80,700,0.2,0.5,0.35,5.625,3937.5,0.072,0.03,0.07,95,2800,0.03,0.07,0.05,0.6947,1945.16
H982,F02,EN1563,3.45,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,1.6667,250.01,2.365,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,8.2941,995.29,0.176,0.15,0.4,75,400,0.15,0.4,0.275,3.96,1584.0,0.022,0.0,0.08,60,300,0.0,0.08,0.04,0.9,270.0,0.006,0.0,0.015,70,250,0.0,0.015,0.0075,0.0643,16.07,0.424,0.2,0.5,80,700,0.2,0.5,0.35,2.775,1942.5,0.034,0.03,0.07,95,2800,0.03,0.07,0.05,0.5053,1414.84
H983,F03,EN1563,3.168,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,7.7333,1159.99,2.42,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,6.3529,762.35,0.23,0.15,0.4,75,400,0.15,0.4,0.275,1.8,720.0,0.031,0.0,0.08,60,300,0.0,0.08,0.04,0.45,135.0,0.005,0.0,0.015,70,250,0.0,0.015,0.0075,0.1071,26.77,0.496,0.2,0.5,80,700,0.2,0.5,0.35,5.475,3832.5,0.037,0.03,0.07,95,2800,0.03,0.07,0.05,0.4105,1149.4
H984,F04,EN1563,3.47,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,2.3333,350.0,2.393,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,7.3059,876.71,0.194,0.15,0.4,75,400,0.15,0.4,0.275,3.24,1296.0,0.024,0.0,0.08,60,300,0.0,0.08,0.04,0.8,240.0,0.003,0.0,0.015,70,250,0.0,0.015,0.0075,0.1929,48.22,0.492,0.2,0.5,80,700,0.2,0.5,0.35,5.325,3727.5,0.058,0.03,0.07,95,2800,0.03,0.07,0.05,0.2526,707.28
H985,F05,EN1563,3.275,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,4.1667,625.0,2.797,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,6.9529,834.35,0.309,0.15,0.4,75,400,0.15,0.4,0.275,1.36,544.0,0.032,0.0,0.08,60,300,0.0,0.08,0.04,0.4,120.0,0.006,0.0,0.015,70,250,0.0,0.015,0.0075,0.0643,16.07,0.286,0.2,0.5,80,700,0.2,0.5,0.35,2.4,1680.0,0.063,0.03,0.07,95,2800,0.03,0.07,0.05,0.4105,1149.4
H986,F01,EN1563,3.412,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,0.4,60.0,2.787,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,6.6,792.0,0.339,0.15,0.4,75,400,0.15,0.4,0.275,2.56,1024.0,0.021,0.0,0.08,60,300,0.0,0.08,0.04,0.95,285.0,0.002,0.0,0.015,70,250,0.0,0.015,0.0075,0.2357,58.92,0.42,0.2,0.5,80,700,0.2,0.5,0.35,2.625,1837.5,0.063,0.03,0.07,95,2800,0.03,0.07,0.05,0.4105,1149.4
H987,F02,EN1563,3.506,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,3.5333,530.0,2.405,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,6.8824,825.89,0.172,0.15,0.4,75,400,0.15,0.4,0.275,4.12,1648.0,0.032,0.0,0.08,60,300,0.0,0.08,0.04,0.4,120.0,0.007,0.0,0.015,70,250,0.0,0.015,0.0075,0.0214,5.35,0.404,0.2,0.5,80,700,0.2,0.5,0.35,2.025,1417.5,0.033,0.03,0.07,95,2800,0.03,0.07,0.05,0.5368,1503.04
H988,F03,EN1563,3.536,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,4.5333,680.0,2.697,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,3.4235,410.82,0.275,0.15,0.4,75,400,0.15,0.4,0.275,0.0,0.0,0.035,0.0,0.08,60,300,0.0,0.08,0.04,0.25,75.0,0.004,0.0,0.015,70,250,0.0,0.015,0.0075,0.15,37.5,0.182,0.2,0.5,80,700,0.2,0.5,0.35,6.3,4410.0,0.044,0.03,0.07,95,2800,0.03,0.07,0.05,0.1895,530.6
H989,F04,EN1563,3.385,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,0.5,75.0,2.839,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,8.4353,1012.24,0.375,0.15,0.4,75,400,0.15,0.4,0.275,4.0,1600.0,0.029,0.0,0.08,60,300,0.0,0.08,0.04,0.55,165.0,0.003,0.0,0.015,70,250,0.0,0.015,0.0075,0.1929,48.22,0.326,0.2,0.5,80,700,0.2,0.5,0.35,0.9,630.0,0.036,0.03,0.07,95,2800,0.03,0.07,0.05,0.4421,1237.88
H990,F05,EN1563,3.596,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,6.5333,980.0,2.56,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,1.4118,169.42,0.348,0.15,0.4,75,400,0.15,0.4,0.275,2.92,1168.0,0.033,0.0,0.08,60,300,0.0,0.08,0.04,0.35,105.0,0.003,0.0,0.015,70,250,0.0,0.015,0.0075,0.1929,48.22,0.255,0.2,0.5,80,700,0.2,0.5,0.35,3.5625,2493.75,0.046,0.03,0.07,95,2800,0.03,0.07,0.05,0.1263,353.64
H991,F01,EN1563,3.335,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,2.1667,325.0,2.557,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,1.5176,182.11,0.389,0.15,0.4,75,400,0.15,0.4,0.275,4.56,1824.0,0.031,0.0,0.08,60,300,0.0,0.08,0.04,0.45,135.0,0.003,0.0,0.015,70,250,0.0,0.015,0.0075,0.1929,48.22,0.417,0.2,0.5,80,700,0.2,0.5,0.35,2.5125,1758.75,0.068,0.03,0.07,95,2800,0.03,0.07,0.05,0.5684,1591.52
H992,F02,EN1563,3.588,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,6.2667,940.0,2.785,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,6.5294,783.53,0.231,0.15,0.4,75,400,0.15,0.4,0.275,1.76,704.0,0.03,0.0,0.08,60,300,0.0,0.08,0.04,0.5,150.0,0.004,0.0,0.015,70,250,0.0,0.015,0.0075,0.15,37.5,0.483,0.2,0.5,80,700,0.2,0.5,0.35,4.9875,3491.25,0.03,0.03,0.07,95,2800,0.03,0.07,0.05,0.6316,1768.48
H993,F03,EN1563,3.263,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,4.5667,685.0,2.674,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,2.6118,313.42,0.18,0.15,0.4,75,400,0.15,0.4,0.275,3.8,1520.0,0.023,0.0,0.08,60,300,0.0,0.08,0.04,0.85,255.0,0.004,0.0,0.015,70,250,0.0,0.015,0.0075,0.15,37.5,0.442,0.2,0.5,80,700,0.2,0.5,0.35,3.45,2415.0,0.026,0.03,0.07,95,2800,0.03,0.07,0.05,0.7579,2122.12
H994,F04,EN1563,3.379,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,0.7,105.0,2.484,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,4.0941,491.29,0.208,0.15,0.4,75,400,0.15,0.4,0.275,2.68,1072.0,0.037,0.0,0.08,60,300,0.0,0.08,0.04,0.15,45.0,0.004,0.0,0.015,70,250,0.0,0.015,0.0075,0.15,37.5,0.524,0.2,0.5,80,700,0.2,0.5,0.35,6.525,4567.5,0.053,0.03,0.07,95,2800,0.03,0.07,0.05,0.0947,265.16
H995,F05,EN1563,3.278,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,4.0667,610.0,2.529,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,2.5059,300.71,0.393,0.15,0.4,75,400,0.15,0.4,0.275,4.72,1888.0,0.025,0.0,0.08,60,300,0.0,0.08,0.04,0.75,225.0,0.006,0.0,0.015,70,250,0.0,0.015,0.0075,0.0643,16.07,0.446,0.2,0.5,80,700,0.2,0.5,0.35,3.6,2520.0,0.049,0.03,0.07,95,2800,0.03,0.07,0.05,0.0316,88.48
H996,F01,EN1563,3.404,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,0.1333,20.0,2.7,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,3.5294,423.53,0.17,0.15,0.4,75,400,0.15,0.4,0.275,4.2,1680.0,0.03,0.0,0.08,60,300,0.0,0.08,0.04,0.5,150.0,0.006,0.0,0.015,70,250,0.0,0.015,0.0075,0.0643,16.07,0.508,0.2,0.5,80,700,0.2,0.5,0.35,5.925,4147.5,0.061,0.03,0.07,95,2800,0.03,0.07,0.05,0.3474,972.72
H997,F02,EN1563,3.31,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,3.0,450.0,2.739,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,4.9059,588.71,0.212,0.15,0.4,75,400,0.15,0.4,0.275,2.52,1008.0,0.033,0.0,0.08,60,300,0.0,0.08,0.04,0.35,105.0,0.004,0.0,0.015,70,250,0.0,0.015,0.0075,0.15,37.5,0.196,0.2,0.5,80,700,0.2,0.5,0.35,5.775,4042.5,0.043,0.03,0.07,95,2800,0.03,0.07,0.05,0.2211,619.08
H998,F03,EN1563,3.621,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,7.3667,1105.0,2.838,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,8.4,1008.0,0.18,0.15,0.4,75,400,0.15,0.4,0.275,3.8,1520.0,0.035,0.0,0.08,60,300,0.0,0.08,0.04,0.25,75.0,0.006,0.0,0.015,70,250,0.0,0.015,0.0075,0.0643,16.07,0.44,0.2,0.5,80,700,0.2,0.5,0.35,3.375,2362.5,0.062,0.03,0.07,95,2800,0.03,0.07,0.05,0.3789,1060.92
H999,F04,EN1563,3.527,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,4.2333,635.0,2.504,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,3.3882,406.58,0.156,0.15,0.4,75,400,0.15,0.4,0.275,4.76,1904.0,0.033,0.0,0.08,60,300,0.0,0.08,0.04,0.35,105.0,0.007,0.0,0.015,70,250,0.0,0.015,0.0075,0.0214,5.35,0.339,0.2,0.5,80,700,0.2,0.5,0.35,0.4125,288.75,0.027,0.03,0.07,95,2800,0.03,0.07,0.05,0.7263,2033.64
H1000,F05,EN1563,3.438,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,1.2667,190.0,2.443,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,5.5412,664.94,0.219,0.15,0.4,75,400,0.15,0.4,0.275,2.24,896.0,0.034,0.0,0.08,60,300,0.0,0.08,0.04,0.3,90.0,0.005,0.0,0.015,70,250,0.0,0.015,0.0075,0.1071,26.77,0.239,0.2,0.5,80,700,0.2,0.5,0.35,4.1625,2913.75,0.027,0.03,0.07,95,2800,0.03,0.07,0.05,0.7263,2033.64
H1001,F01,EN1563,3.348,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,1.7333,260.0,2.688,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,3.1059,372.71,0.307,0.15,0.4,75,400,0.15,0.4,0.275,1.28,512.0,0.033,0.0,0.08,60,300,0.0,0.08,0.04,0.35,105.0,0.004,0.0,0.015,70,250,0.0,0.015,0.0075,0.15,37.5,0.451,0.2,0.5,80,700,0.2,0.5,0.35,3.7875,2651.25,0.041,0.03,0.07,95,2800,0.03,0.07,0.05,0.2842,795.76
H1002,F02,EN1563,3.427,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,0.9,135.0,2.371,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,8.0824,969.89,0.166,0.15,0.4,75,400,0.15,0.4,0.275,4.36,1744.0,0.021,0.0,0.08,60,300,0.0,0.08,0.04,0.95,285.0,0.003,0.0,0.015,70,250,0.0,0.015,0.0075,0.1929,48.22,0.482,0.2,0.5,80,700,0.2,0.5,0.35,4.95,3465.0,0.06,0.03,0.07,95,2800,0.03,0.07,0.05,0.3158,884.24
H1003,F03,EN1563,3.183,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,7.2333,1084.99,2.597,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,0.1059,12.71,0.281,0.15,0.4,75,400,0.15,0.4,0.275,0.24,96.0,0.033,0.0,0.08,60,300,0.0,0.08,0.04,0.35,105.0,0.004,0.0,0.015,70,250,0.0,0.015,0.0075,0.15,37.5,0.447,0.2,0.5,80,700,0.2,0.5,0.35,3.6375,2546.25,0.03,0.03,0.07,95,2800,0.03,0.07,0.05,0.6316,1768.48
H1004,F04,EN1563,3.19,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,7.0,1050.0,2.623,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,0.8118,97.42,0.361,0.15,0.4,75,400,0.15,0.4,0.275,3.44,1376.0,0.025,0.0,0.08,60,300,0.0,0.08,0.04,0.75,225.0,0.002,0.0,0.015,70,250,0.0,0.015,0.0075,0.2357,58.92,0.27,0.2,0.5,80,700,0.2,0.5,0.35,3.0,2100.0,0.065,0.03,0.07,95,2800,0.03,0.07,0.05,0.4737,1326.36
H1005,F05,EN1563,3.329,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,2.3667,355.0,2.668,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,2.4,288.0,0.341,0.15,0.4,75,400,0.15,0.4,0.275,2.64,1056.0,0.03,0.0,0.08,60,300,0.0,0.08,0.04,0.5,150.0,0.006,0.0,0.015,70,250,0.0,0.015,0.0075,0.0643,16.07,0.365,0.2,0.5,80,700,0.2,0.5,0.35,0.5625,393.75,0.054,0.03,0.07,95,2800,0.03,0.07,0.05,0.1263,353.64
H1006,F01,EN1563,3.433,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,1.1,165.0,2.681,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,2.8588,343.06,0.242,0.15,0.4,75,400,0.15,0.4,0.275,1.32,528.0,0.038,0.0,0.08,60,300,0.0,0.08,0.04,0.1,30.0,0.003,0.0,0.015,70,250,0.0,0.015,0.0075,0.1929,48.22,0.361,0.2,0.5,80,700,0.2,0.5,0.35,0.4125,288.75,0.071,0.03,0.07,95,2800,0.03,0.07,0.05,0.6632,1856.96
H1007,F02,EN1563,3.404,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,0.1333,20.0,2.481,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,4.2,504.0,0.234,0.15,0.4,75,400,0.15,0.4,0.275,1.64,656.0,0.027,0.0,0.08,60,300,0.0,0.08,0.04,0.65,195.0,0.004,0.0,0.015,70,250,0.0,0.015,0.0075,0.15,37.5,0.286,0.2,0.5,80,700,0.2,0.5,0.35,2.4,1680.0,0.054,0.03,0.07,95,2800,0.03,0.07,0.05,0.1263,353.64
H1008,F03,EN1563,3.405,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,0.1667,25.0,2.474,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,4.4471,533.65,0.351,0.15,0.4,75,400,0.15,0.4,0.275,3.04,1216.0,0.035,0.0,0.08,60,300,0.0,0.08,0.04,0.25,75.0,0.007,0.0,0.015,70,250,0.0,0.015,0.0075,0.0214,5.35,0.371,0.2,0.5,80,700,0.2,0.5,0.35,0.7875,551.25,0.063,0.03,0.07,95,2800,0.03,0.07,0.05,0.4105,1149.4
H1009,F04,EN1563,3.555,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,5.1667,775.0,2.398,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,7.1294,855.53,0.292,0.15,0.4,75,400,0.15,0.4,0.275,0.68,272.0,0.038,0.0,0.08,60,300,0.0,0.08,0.04,0.1,30.0,0.004,0.0,0.015,70,250,0.0,0.015,0.0075,0.15,37.5,0.293,0.2,0.5,80,700,0.2,0.5,0.35,2.1375,1496.25,0.037,0.03,0.07,95,2800,0.03,0.07,0.05,0.4105,1149.4
H1010,F05,EN1563,3.4,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,0.0,0.0,2.688,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,3.1059,372.71,0.248,0.15,0.4,75,400,0.15,0.4,0.275,1.08,432.0,0.035,0.0,0.08,60,300,0.0,0.08,0.04,0.25,75.0,0.008,0.0,0.015,70,250,0.0,0.015,0.0075,0.0214,5.35,0.379,0.2,0.5,80,700,0.2,0.5,0.35,1.0875,761.25,0.057,0.03,0.07,95,2800,0.03,0.07,0.05,0.2211,619.08
H1011,F01,EN1563,3.196,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,6.8,1020.0,2.412,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,6.6353,796.24,0.153,0.15,0.4,75,400,0.15,0.4,0.275,4.88,1952.0,0.025,0.0,0.08,60,300,0.0,0.08,0.04,0.75,225.0,0.002,0.0,0.015,70,250,0.0,0.015,0.0075,0.2357,58.92,0.419,0.2,0.5,80,700,0.2,0.5,0.35,2.5875,1811.25,0.029,0.03,0.07,95,2800,0.03,0.07,0.05,0.6632,1856.96
H1012,F02,EN1563,3.588,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,6.2667,940.0,2.549,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,1.8,216.0,0.313,0.15,0.4,75,400,0.15,0.4,0.275,1.52,608.0,0.026,0.0,0.08,60,300,0.0,0.08,0.04,0.7,210.0,0.002,0.0,0.015,70,250,0.0,0.015,0.0075,0.2357,58.92,0.243,0.2,0.5,80,700,0.2,0.5,0.35,4.0125,2808.75,0.067,0.03,0.07,95,2800,0.03,0.07,0.05,0.5368,1503.04
H1013,F03,EN1563,3.605,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,6.8333,1025.0,2.781,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,6.3882,766.58,0.37,0.15,0.4,75,400,0.15,0.4,0.275,3.8,1520.0,0.039,0.0,0.08,60,300,0.0,0.08,0.04,0.05,15.0,0.003,0.0,0.015,70,250,0.0,0.015,0.0075,0.1929,48.22,0.417,0.2,0.5,80,700,0.2,0.5,0.35,2.5125,1758.75,0.065,0.03,0.07,95,2800,0.03,0.07,0.05,0.4737,1326.36
H1014,F04,EN1563,3.309,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,3.0333,455.0,2.625,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,0.8824,105.89,0.323,0.15,0.4,75,400,0.15,0.4,0.275,1.92,768.0,0.024,0.0,0.08,60,300,0.0,0.08,0.04,0.8,240.0,0.004,0.0,0.015,70,250,0.0,0.015,0.0075,0.15,37.5,0.211,0.2,0.5,80,700,0.2,0.5,0.35,5.2125,3648.75,0.049,0.03,0.07,95,2800,0.03,0.07,0.05,0.0316,88.48
H1015,F05,EN1563,3.205,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,6.5,975.0,2.838,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,8.4,1008.0,0.418,0.15,0.4,75,400,0.15,0.4,0.275,5.72,2288.0,0.024,0.0,0.08,60,300,0.0,0.08,0.04,0.8,240.0,0.004,0.0,0.015,70,250,0.0,0.015,0.0075,0.15,37.5,0.489,0.2,0.5,80,700,0.2,0.5,0.35,5.2125,3648.75,0.058,0.03,0.07,95,2800,0.03,0.07,0.05,0.2526,707.28
H1016,F01,EN1563,3.602,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,6.7333,1010.0,2.743,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,5.0471,605.65,0.326,0.15,0.4,75,400,0.15,0.4,0.275,2.04,816.0,0.036,0.0,0.08,60,300,0.0,0.08,0.04,0.2,60.0,0.006,0.0,0.015,70,250,0.0,0.015,0.0075,0.0643,16.07,0.286,0.2,0.5,80,700,0.2,0.5,0.35,2.4,1680.0,0.045,0.03,0.07,95,2800,0.03,0.07,0.05,0.1579,442.12
