Heat_ID,Furnace_ID,Grade_Code,C_Current,C_Min,C_Max,C_Absorption_Rate,C_Cost_Per_Kg,C_Target_Min,C_Target_Max,C_Target_Config,C_Element_Config,C_Final_Cost,Si_Current,Si_Min,Si_Max,Si_Absorption_Rate,Si_Cost_Per_Kg,Si_Target_Min,Si_Target_Max,Si_Target_Config,Si_Element_Config,Si_Final_Cost,Mn_Current,Mn_Min,Mn_Max,Mn_Absorption_Rate,Mn_Cost_Per_Kg,Mn_Target_Min,Mn_Target_Max,Mn_Target_Config,Mn_Element_Config,Mn_Final_Cost,P_Current,P_Min,P_Max,P_Absorption_Rate,P_Cost_Per_Kg,P_Target_Min,P_Target_Max,P_Target_Config,P_Element_Config,P_Final_Cost,S_Current,S_Min,S_Max,S_Absorption_Rate,S_Cost_Per_Kg,S_Target_Min,S_Target_Max,S_Target_Config,S_Element_Config,S_Final_Cost,Cu_Current,Cu_Min,Cu_Max,Cu_Absorption_Rate,Cu_Cost_Per_Kg,Cu_Target_Min,Cu_Target_Max,Cu_Target_Config,Cu_Element_Config,Cu_Final_Cost,Mg_Current,Mg_Min,Mg_Max,Mg_Absorption_Rate,Mg_Cost_Per_Kg,Mg_Target_Min,Mg_Target_Max,Mg_Target_Config,Mg_Element_Config,Mg_Final_Cost
H125,F05,ASTMA536,3.463,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,2.1,315.0,2.642,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,1.4824,177.89,0.421,0.15,0.4,75,400,0.15,0.4,0.275,5.84,2336.0,0.021,0.0,0.08,60,300,0.0,0.08,0.04,0.95,285.0,0.002,0.0,0.015,70,250,0.0,0.015,0.0075,0.2357,58.92,0.373,0.2,0.5,80,700,0.2,0.5,0.35,0.8625,603.75,0.061,0.03,0.07,95,2800,0.03,0.07,0.05,0.3474,972.72
H126,F01,ASTMA536,3.456,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,1.8667,280.0,2.651,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,1.8,216.0,0.389,0.15,0.4,75,400,0.15,0.4,0.275,4.56,1824.0,0.03,0.0,0.08,60,300,0.0,0.08,0.04,0.5,150.0,0.007,0.0,0.015,70,250,0.0,0.015,0.0075,0.0214,5.35,0.289,0.2,0.5,80,700,0.2,0.5,0.35,2.2875,1601.25,0.032,0.03,0.07,95,2800,0.03,0.07,0.05,0.5684,1591.52
H127,F02,ASTMA536,3.394,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,0.2,30.0,2.643,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,1.5176,182.11,0.33,0.15,0.4,75,400,0.15,0.4,0.275,2.2,880.0,0.035,0.0,0.08,60,300,0.0,0.08,0.04,0.25,75.0,0.007,0.0,0.015,70,250,0.0,0.015,0.0075,0.0214,5.35,0.189,0.2,0.5,80,700,0.2,0.5,0.35,6.0375,4226.25,0.043,0.03,0.07,95,2800,0.03,0.07,0.05,0.2211,619.08
H128,F03,ASTMA536,3.307,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,3.1,465.0,2.439,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,5.6824,681.89,0.246,0.15,0.4,75,400,0.15,0.4,0.275,1.16,464.0,0.032,0.0,0.08,60,300,0.0,0.08,0.04,0.4,120.0,0.003,0.0,0.015,70,250,0.0,0.015,0.0075,0.1929,48.22,0.19,0.2,0.5,80,700,0.2,0.5,0.35,6.0,4200.0,0.043,0.03,0.07,95,2800,0.03,0.07,0.05,0.2211,619.08
H129,F04,ASTMA536,3.399,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,0.0333,5.0,2.6,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,0.0,0.0,0.156,0.15,0.4,75,400,0.15,0.4,0.275,4.76,1904.0,0.039,0.0,0.08,60,300,0.0,0.08,0.04,0.05,15.0,0.005,0.0,0.015,70,250,0.0,0.015,0.0075,0.1071,26.77,0.189,0.2,0.5,80,700,0.2,0.5,0.35,6.0375,4226.25,0.05,0.03,0.07,95,2800,0.03,0.07,0.05,0.0,0.0
H130,F05,ASTMA536,3.619,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,7.3,1095.0,2.739,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,4.9059,588.71,0.371,0.15,0.4,75,400,0.15,0.4,0.275,3.84,1536.0,0.035,0.0,0.08,60,300,0.0,0.08,0.04,0.25,75.0,0.007,0.0,0.015,70,250,0.0,0.015,0.0075,0.0214,5.35,0.32,0.2,0.5,80,700,0.2,0.5,0.35,1.125,787.5,0.038,0.03,0.07,95,2800,0.03,0.07,0.05,0.3789,1060.92
H131,F01,ASTMA536,3.229,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,5.7,855.0,2.706,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,3.7412,448.94,0.397,0.15,0.4,75,400,0.15,0.4,0.275,4.88,1952.0,0.034,0.0,0.08,60,300,0.0,0.08,0.04,0.3,90.0,0.003,0.0,0.015,70,250,0.0,0.015,0.0075,0.1929,48.22,0.176,0.2,0.5,80,700,0.2,0.5,0.35,6.525,4567.5,0.068,0.03,0.07,95,2800,0.03,0.07,0.05,0.5684,1591.52
H132,F02,ASTMA536,3.28,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,4.0,600.0,2.6,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,0.0,0.0,0.184,0.15,0.4,75,400,0.15,0.4,0.275,3.64,1456.0,0.027,0.0,0.08,60,300,0.0,0.08,0.04,0.65,195.0,0.005,0.0,0.015,70,250,0.0,0.015,0.0075,0.1071,26.77,0.382,0.2,0.5,80,700,0.2,0.5,0.35,1.2,840.0,0.043,0.03,0.07,95,2800,0.03,0.07,0.05,0.2211,619.08
H133,F03,ASTMA536,3.265,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,4.5,675.0,2.812,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,7.4824,897.89,0.357,0.15,0.4,75,400,0.15,0.4,0.275,3.28,1312.0,0.031,0.0,0.08,60,300,0.0,0.08,0.04,0.45,135.0,0.006,0.0,0.015,70,250,0.0,0.015,0.0075,0.0643,16.07,0.445,0.2,0.5,80,700,0.2,0.5,0.35,3.5625,2493.75,0.057,0.03,0.07,95,2800,0.03,0.07,0.05,0.2211,619.08
H134,F04,ASTMA536,3.632,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,7.7333,1159.99,2.675,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,2.6471,317.65,0.269,0.15,0.4,75,400,0.15,0.4,0.275,0.24,96.0,0.039,0.0,0.08,60,300,0.0,0.08,0.04,0.05,15.0,0.007,0.0,0.015,70,250,0.0,0.015,0.0075,0.0214,5.35,0.373,0.2,0.5,80,700,0.2,0.5,0.35,0.8625,603.75,0.053,0.03,0.07,95,2800,0.03,0.07,0.05,0.0947,265.16
H135,F05,ASTMA536,3.452,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,1.7333,260.0,2.736,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,4.8,576.0,0.32,0.15,0.4,75,400,0.15,0.4,0.275,1.8,720.0,0.021,0.0,0.08,60,300,0.0,0.08,0.04,0.95,285.0,0.008,0.0,0.015,70,250,0.0,0.015,0.0075,0.0214,5.35,0.206,0.2,0.5,80,700,0.2,0.5,0.35,5.4,3780.0,0.036,0.03,0.07,95,2800,0.03,0.07,0.05,0.4421,1237.88
H136,F01,ASTMA536,3.364,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,1.2,180.0,2.768,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,5.9294,711.53,0.402,0.15,0.4,75,400,0.15,0.4,0.275,5.08,2032.0,0.023,0.0,0.08,60,300,0.0,0.08,0.04,0.85,255.0,0.003,0.0,0.015,70,250,0.0,0.015,0.0075,0.1929,48.22,0.399,0.2,0.5,80,700,0.2,0.5,0.35,1.8375,1286.25,0.043,0.03,0.07,95,2800,0.03,0.07,0.05,0.2211,619.08
H137,F02,ASTMA536,3.565,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,5.5,825.0,2.542,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,2.0471,245.65,0.33,0.15,0.4,75,400,0.15,0.4,0.275,2.2,880.0,0.033,0.0,0.08,60,300,0.0,0.08,0.04,0.35,105.0,0.006,0.0,0.015,70,250,0.0,0.015,0.0075,0.0643,16.07,0.258,0.2,0.5,80,700,0.2,0.5,0.35,3.45,2415.0,0.052,0.03,0.07,95,2800,0.03,0.07,0.05,0.0632,176.96
H138,F03,ASTMA536,3.589,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,6.3,945.0,2.516,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,2.9647,355.76,0.326,0.15,0.4,75,400,0.15,0.4,0.275,2.04,816.0,0.026,0.0,0.08,60,300,0.0,0.08,0.04,0.7,210.0,0.004,0.0,0.015,70,250,0.0,0.015,0.0075,0.15,37.5,0.508,0.2,0.5,80,700,0.2,0.5,0.35,5.925,4147.5,0.057,0.03,0.07,95,2800,0.03,0.07,0.05,0.2211,619.08
H139,F04,ASTMA536,3.592,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,6.4,960.0,2.832,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,8.1882,982.58,0.222,0.15,0.4,75,400,0.15,0.4,0.275,2.12,848.0,0.034,0.0,0.08,60,300,0.0,0.08,0.04,0.3,90.0,0.004,0.0,0.015,70,250,0.0,0.015,0.0075,0.15,37.5,0.277,0.2,0.5,80,700,0.2,0.5,0.35,2.7375,1916.25,0.038,0.03,0.07,95,2800,0.03,0.07,0.05,0.3789,1060.92
H140,F05,ASTMA536,3.573,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,5.7667,865.0,2.455,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,5.1176,614.11,0.297,0.15,0.4,75,400,0.15,0.4,0.275,0.88,352.0,0.025,0.0,0.08,60,300,0.0,0.08,0.04,0.75,225.0,0.006,0.0,0.015,70,250,0.0,0.015,0.0075,0.0643,16.07,0.391,0.2,0.5,80,700,0.2,0.5,0.35,1.5375,1076.25,0.047,0.03,0.07,95,2800,0.03,0.07,0.05,0.0947,265.16
H141,F01,ASTMA536,3.24,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,5.3333,800.0,2.402,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,6.9882,838.58,0.382,0.15,0.4,75,400,0.15,0.4,0.275,4.28,1712.0,0.028,0.0,0.08,60,300,0.0,0.08,0.04,0.6,180.0,0.008,0.0,0.015,70,250,0.0,0.015,0.0075,0.0214,5.35,0.194,0.2,0.5,80,700,0.2,0.5,0.35,5.85,4095.0,0.027,0.03,0.07,95,2800,0.03,0.07,0.05,0.7263,2033.64
H142,F02,ASTMA536,3.177,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,7.4333,1114.99,2.689,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,3.1412,376.94,0.404,0.15,0.4,75,400,0.15,0.4,0.275,5.16,2064.0,0.038,0.0,0.08,60,300,0.0,0.08,0.04,0.1,30.0,0.003,0.0,0.015,70,250,0.0,0.015,0.0075,0.1929,48.22,0.512,0.2,0.5,80,700,0.2,0.5,0.35,6.075,4252.5,0.067,0.03,0.07,95,2800,0.03,0.07,0.05,0.5368,1503.04
H143,F03,ASTMA536,3.635,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,7.8333,1175.0,2.627,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,0.9529,114.35,0.396,0.15,0.4,75,400,0.15,0.4,0.275,4.84,1936.0,0.026,0.0,0.08,60,300,0.0,0.08,0.04,0.7,210.0,0.008,0.0,0.015,70,250,0.0,0.015,0.0075,0.0214,5.35,0.348,0.2,0.5,80,700,0.2,0.5,0.35,0.075,52.5,0.072,0.03,0.07,95,2800,0.03,0.07,0.05,0.6947,1945.16
H144,F04,ASTMA536,3.245,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,5.1667,775.0,2.584,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,0.5647,67.76,0.197,0.15,0.4,75,400,0.15,0.4,0.275,3.12,1248.0,0.035,0.0,0.08,60,300,0.0,0.08,0.04,0.25,75.0,0.007,0.0,0.015,70,250,0.0,0.015,0.0075,0.0214,5.35,0.427,0.2,0.5,80,700,0.2,0.5,0.35,2.8875,2021.25,0.064,0.03,0.07,95,2800,0.03,0.07,0.05,0.4421,1237.88
H145,F05,ASTMA536,3.621,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,7.3667,1105.0,2.668,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,2.4,288.0,0.185,0.15,0.4,75,400,0.15,0.4,0.275,3.6,1440.0,0.026,0.0,0.08,60,300,0.0,0.08,0.04,0.7,210.0,0.003,0.0,0.015,70,250,0.0,0.015,0.0075,0.1929,48.22,0.271,0.2,0.5,80,700,0.2,0.5,0.35,2.9625,2073.75,0.068,0.03,0.07,95,2800,0.03,0.07,0.05,0.5684,1591.52
H146,F01,ASTMA536,3.489,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,2.9667,445.0,2.661,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,2.1529,258.35,0.166,0.15,0.4,75,400,0.15,0.4,0.275,4.36,1744.0,0.022,0.0,0.08,60,300,0.0,0.08,0.04,0.9,270.0,0.004,0.0,0.015,70,250,0.0,0.015,0.0075,0.15,37.5,0.351,0.2,0.5,80,700,0.2,0.5,0.35,0.0375,26.25,0.071,0.03,0.07,95,2800,0.03,0.07,0.05,0.6632,1856.96
H147,F02,ASTMA536,3.566,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,5.5333,830.0,2.646,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,1.6235,194.82,0.183,0.15,0.4,75,400,0.15,0.4,0.275,3.68,1472.0,0.023,0.0,0.08,60,300,0.0,0.08,0.04,0.85,255.0,0.006,0.0,0.015,70,250,0.0,0.015,0.0075,0.0643,16.07,0.325,0.2,0.5,80,700,0.2,0.5,0.35,0.9375,656.25,0.049,0.03,0.07,95,2800,0.03,0.07,0.05,0.0316,88.48
H148,F03,ASTMA536,3.466,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,2.2,330.0,2.499,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,3.5647,427.76,0.368,0.15,0.4,75,400,0.15,0.4,0.275,3.72,1488.0,0.022,0.0,0.08,60,300,0.0,0.08,0.04,0.9,270.0,0.005,0.0,0.015,70,250,0.0,0.015,0.0075,0.1071,26.77,0.223,0.2,0.5,80,700,0.2,0.5,0.35,4.7625,3333.75,0.032,0.03,0.07,95,2800,0.03,0.07,0.05,0.5684,1591.52
H149,F04,ASTMA536,3.402,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,0.0667,10.0,2.46,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,4.9412,592.94,0.28,0.15,0.4,75,400,0.15,0.4,0.275,0.2,80.0,0.022,0.0,0.08,60,300,0.0,0.08,0.04,0.9,270.0,0.003,0.0,0.015,70,250,0.0,0.015,0.0075,0.1929,48.22,0.227,0.2,0.5,80,700,0.2,0.5,0.35,4.6125,3228.75,0.062,0.03,0.07,95,2800,0.03,0.07,0.05,0.3789,1060.92
H150,F05,ASTMA536,3.405,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,0.1667,25.0,2.423,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,6.2471,749.65,0.352,0.15,0.4,75,400,0.15,0.4,0.275,3.08,1232.0,0.034,0.0,0.08,60,300,0.0,0.08,0.04,0.3,90.0,0.004,0.0,0.015,70,250,0.0,0.015,0.0075,0.15,37.5,0.517,0.2,0.5,80,700,0.2,0.5,0.35,6.2625,4383.75,0.044,0.03,0.07,95,2800,0.03,0.07,0.05,0.1895,530.6
H151,F01,ASTMA536,3.598,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,6.6,990.0,2.363,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,8.3647,1003.76,0.252,0.15,0.4,75,400,0.15,0.4,0.275,0.92,368.0,0.035,0.0,0.08,60,300,0.0,0.08,0.04,0.25,75.0,0.007,0.0,0.015,70,250,0.0,0.015,0.0075,0.0214,5.35,0.513,0.2,0.5,80,700,0.2,0.5,0.35,6.1125,4278.75,0.027,0.03,0.07,95,2800,0.03,0.07,0.05,0.7263,2033.64
H152,F02,ASTMA536,3.173,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,7.5667,1135.01,2.616,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,0.5647,67.76,0.237,0.15,0.4,75,400,0.15,0.4,0.275,1.52,608.0,0.024,0.0,0.08,60,300,0.0,0.08,0.04,0.8,240.0,0.005,0.0,0.015,70,250,0.0,0.015,0.0075,0.1071,26.77,0.418,0.2,0.5,80,700,0.2,0.5,0.35,2.55,1785.0,0.03,0.03,0.07,95,2800,0.03,0.07,0.05,0.6316,1768.48
H153,F03,ASTMA536,3.319,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,2.7,405.0,2.618,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,0.6353,76.24,0.356,0.15,0.4,75,400,0.15,0.4,0.275,3.24,1296.0,0.025,0.0,0.08,60,300,0.0,0.08,0.04,0.75,225.0,0.004,0.0,0.015,70,250,0.0,0.015,0.0075,0.15,37.5,0.481,0.2,0.5,80,700,0.2,0.5,0.35,4.9125,3438.75,0.035,0.03,0.07,95,2800,0.03,0.07,0.05,0.4737,1326.36
H154,F04,ASTMA536,3.169,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,7.7,1155.0,2.392,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,7.3412,880.94,0.158,0.15,0.4,75,400,0.15,0.4,0.275,4.68,1872.0,0.032,0.0,0.08,60,300,0.0,0.08,0.04,0.4,120.0,0.006,0.0,0.015,70,250,0.0,0.015,0.0075,0.0643,16.07,0.422,0.2,0.5,80,700,0.2,0.5,0.35,2.7,1890.0,0.039,0.03,0.07,95,2800,0.03,0.07,0.05,0.3474,972.72
H155,F05,ASTMA536,3.545,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,4.8333,725.0,2.602,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,0.0706,8.47,0.354,0.15,0.4,75,400,0.15,0.4,0.275,3.16,1264.0,0.035,0.0,0.08,60,300,0.0,0.08,0.04,0.25,75.0,0.004,0.0,0.015,70,250,0.0,0.015,0.0075,0.15,37.5,0.402,0.2,0.5,80,700,0.2,0.5,0.35,1.95,1365.0,0.042,0.03,0.07,95,2800,0.03,0.07,0.05,0.2526,707.28
H156,F01,ASTMA536,3.464,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,2.1333,320.0,2.52,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,2.8235,338.82,0.387,0.15,0.4,75,400,0.15,0.4,0.275,4.48,1792.0,0.038,0.0,0.08,60,300,0.0,0.08,0.04,0.1,30.0,0.007,0.0,0.015,70,250,0.0,0.015,0.0075,0.0214,5.35,0.328,0.2,0.5,80,700,0.2,0.5,0.35,0.825,577.5,0.069,0.03,0.07,95,2800,0.03,0.07,0.05,0.6,1680.0
H157,F02,ASTMA536,3.631,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,7.7,1155.0,2.567,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,1.1647,139.76,0.244,0.15,0.4,75,400,0.15,0.4,0.275,1.24,496.0,0.035,0.0,0.08,60,300,0.0,0.08,0.04,0.25,75.0,0.005,0.0,0.015,70,250,0.0,0.015,0.0075,0.1071,26.77,0.179,0.2,0.5,80,700,0.2,0.5,0.35,6.4125,4488.75,0.072,0.03,0.07,95,2800,0.03,0.07,0.05,0.6947,1945.16
H158,F03,ASTMA536,3.605,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,6.8333,1025.0,2.481,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,4.2,504.0,0.381,0.15,0.4,75,400,0.15,0.4,0.275,4.24,1696.0,0.037,0.0,0.08,60,300,0.0,0.08,0.04,0.15,45.0,0.003,0.0,0.015,70,250,0.0,0.015,0.0075,0.1929,48.22,0.257,0.2,0.5,80,700,0.2,0.5,0.35,3.4875,2441.25,0.057,0.03,0.07,95,2800,0.03,0.07,0.05,0.2211,619.08
H159,F04,ASTMA536,3.549,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,4.9667,745.0,2.705,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,3.7059,444.71,0.29,0.15,0.4,75,400,0.15,0.4,0.275,0.6,240.0,0.03,0.0,0.08,60,300,0.0,0.08,0.04,0.5,150.0,0.007,0.0,0.015,70,250,0.0,0.015,0.0075,0.0214,5.35,0.487,0.2,0.5,80,700,0.2,0.5,0.35,5.1375,3596.25,0.067,0.03,0.07,95,2800,0.03,0.07,0.05,0.5368,1503.04
H160,F05,ASTMA536,3.16,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,8.0,1200.0,2.497,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,3.6353,436.24,0.201,0.15,0.4,75,400,0.15,0.4,0.275,2.96,1184.0,0.038,0.0,0.08,60,300,0.0,0.08,0.04,0.1,30.0,0.005,0.0,0.015,70,250,0.0,0.015,0.0075,0.1071,26.77,0.314,0.2,0.5,80,700,0.2,0.5,0.35,1.35,945.0,0.044,0.03,0.07,95,2800,0.03,0.07,0.05,0.1895,530.6
H161,F01,ASTMA536,3.405,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,0.1667,25.0,2.439,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,5.6824,681.89,0.129,0.15,0.4,75,400,0.15,0.4,0.275,5.84,2336.0,0.038,0.0,0.08,60,300,0.0,0.08,0.04,0.1,30.0,0.004,0.0,0.015,70,250,0.0,0.015,0.0075,0.15,37.5,0.369,0.2,0.5,80,700,0.2,0.5,0.35,0.7125,498.75,0.036,0.03,0.07,95,2800,0.03,0.07,0.05,0.4421,1237.88
H162,F02,ASTMA536,3.574,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,5.8,870.0,2.567,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,1.1647,139.76,0.232,0.15,0.4,75,400,0.15,0.4,0.275,1.72,688.0,0.028,0.0,0.08,60,300,0.0,0.08,0.04,0.6,180.0,0.007,0.0,0.015,70,250,0.0,0.015,0.0075,0.0214,5.35,0.396,0.2,0.5,80,700,0.2,0.5,0.35,1.725,1207.5,0.04,0.03,0.07,95,2800,0.03,0.07,0.05,0.3158,884.24
H163,F03,ASTMA536,3.626,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,7.5333,1129.99,2.467,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,4.6941,563.29,0.192,0.15,0.4,75,400,0.15,0.4,0.275,3.32,1328.0,0.034,0.0,0.08,60,300,0.0,0.08,0.04,0.3,90.0,0.005,0.0,0.015,70,250,0.0,0.015,0.0075,0.1071,26.77,0.519,0.2,0.5,80,700,0.2,0.5,0.35,6.3375,4436.25,0.031,0.03,0.07,95,2800,0.03,0.07,0.05,0.6,1680.0
H164,F04,ASTMA536,3.627,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,7.5667,1135.01,2.565,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,1.2353,148.24,0.132,0.15,0.4,75,400,0.15,0.4,0.275,5.72,2288.0,0.02,0.0,0.08,60,300,0.0,0.08,0.04,1.0,300.0,0.005,0.0,0.015,70,250,0.0,0.015,0.0075,0.1071,26.77,0.385,0.2,0.5,80,700,0.2,0.5,0.35,1.3125,918.75,0.055,0.03,0.07,95,2800,0.03,0.07,0.05,0.1579,442.12
H165,F05,ASTMA536,3.395,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,0.1667,25.0,2.621,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,0.7412,88.94,0.282,0.15,0.4,75,400,0.15,0.4,0.275,0.28,112.0,0.025,0.0,0.08,60,300,0.0,0.08,0.04,0.75,225.0,0.008,0.0,0.015,70,250,0.0,0.015,0.0075,0.0214,5.35,0.444,0.2,0.5,80,700,0.2,0.5,0.35,3.525,2467.5,0.062,0.03,0.07,95,2800,0.03,0.07,0.05,0.3789,1060.92
H166,F01,ASTMA536,3.196,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,6.8,1020.0,2.477,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,4.3412,520.94,0.354,0.15,0.4,75,400,0.15,0.4,0.275,3.16,1264.0,0.025,0.0,0.08,60,300,0.0,0.08,0.04,0.75,225.0,0.004,0.0,0.015,70,250,0.0,0.015,0.0075,0.15,37.5,0.322,0.2,0.5,80,700,0.2,0.5,0.35,1.05,735.0,0.07,0.03,0.07,95,2800,0.03,0.07,0.05,0.6316,1768.48
H167,F02,ASTMA536,3.474,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,2.4667,370.0,2.834,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,8.2588,991.06,0.173,0.15,0.4,75,400,0.15,0.4,0.275,4.08,1632.0,0.028,0.0,0.08,60,300,0.0,0.08,0.04,0.6,180.0,0.005,0.0,0.015,70,250,0.0,0.015,0.0075,0.1071,26.77,0.203,0.2,0.5,80,700,0.2,0.5,0.35,5.5125,3858.75,0.05,0.03,0.07,95,2800,0.03,0.07,0.05,0.0,0.0
H168,F03,ASTMA536,3.514,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,3.8,570.0,2.743,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,5.0471,605.65,0.282,0.15,0.4,75,400,0.15,0.4,0.275,0.28,112.0,0.021,0.0,0.08,60,300,0.0,0.08,0.04,0.95,285.0,0.003,0.0,0.015,70,250,0.0,0.015,0.0075,0.1929,48.22,0.514,0.2,0.5,80,700,0.2,0.5,0.35,6.15,4305.0,0.033,0.03,0.07,95,2800,0.03,0.07,0.05,0.5368,1503.04
H169,F04,ASTMA536,3.623,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,7.4333,1114.99,2.772,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,6.0706,728.47,0.39,0.15,0.4,75,400,0.15,0.4,0.275,4.6,1840.0,0.032,0.0,0.08,60,300,0.0,0.08,0.04,0.4,120.0,0.007,0.0,0.015,70,250,0.0,0.015,0.0075,0.0214,5.35,0.319,0.2,0.5,80,700,0.2,0.5,0.35,1.1625,813.75,0.036,0.03,0.07,95,2800,0.03,0.07,0.05,0.4421,1237.88
H170,F05,ASTMA536,3.534,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,4.4667,670.0,2.759,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,5.6118,673.42,0.339,0.15,0.4,75,400,0.15,0.4,0.275,2.56,1024.0,0.023,0.0,0.08,60,300,0.0,0.08,0.04,0.85,255.0,0.008,0.0,0.015,70,250,0.0,0.015,0.0075,0.0214,5.35,0.35,0.2,0.5,80,700,0.2,0.5,0.35,0.0,0.0,0.028,0.03,0.07,95,2800,0.03,0.07,0.05,0.6947,1945.16
H171,F01,ASTMA536,3.169,3.2,3.6,90,150,3.2,3.6,3.4000000000000004,7.7,1155.0,2.369,2.4,2.8,85,120,2.4,2.8,2.5999999999999996,8.1529,978.35,0.218,0.15,0.4,75,400,0.15,0.4,0.275,2.28,912.0,0.04,0.0,0.08,60,300,0.0,0.08,0.04,0.0,0.0,0.005,0.0,0.015,70,250,0.0,0.015,0.0075,0.1071,26.77,0.482,0.2,0.5,80,700,0.2,0.5,0.35,4.95,3465.0,0.057,0.03,0.07,95,2800,0.03,0.07,0.05,0.2211,619.08
